student,school,time,message
46,IOE00506,68,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Stockwell THEN Northern line to Balham THEN Walk to 9999 Hearnville Road, Balham"
46,IOE00509,78,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Stockwell THEN Northern line to Clapham South THEN G1 bus to Burntwood School THEN Walk to 187 Burntwood Lane, Wandsworth"
46,IOE00538,62,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Euston THEN London Overground to Kilburn High Road Rail Station THEN Walk to 42 Oxford Road, Kilburn"
46,IOE00553,52,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Victoria THEN Walk to 1 Palace Street, St James's Park"
46,IOE00572,79,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Walk to South Tottenham Station THEN London Overground to Barking Rail Station THEN 62 bus to Salisbury Avenue THEN Walk to 61 Sandringham Road, Barking"
46,IOE00579,88,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Walk to South Tottenham Station THEN London Overground to Barking Rail Station THEN 287 bus to Gale Street / Goresbrook Leisure Centre THEN Walk to 1 Gale Street, Dagenham"
46,IOE00582,92,"Walk to Enfield Town Station THEN London Overground to Bruce Grove Rail Station THEN 123 bus to Gants Hill Station / Cranbrook Rd THEN Walk to Parham Drive THEN 66 bus to Whalebone Ln Nth/The Moby Dick THEN Walk to 455 Whalebone Lane North, Chadwell Heath"
46,IOE00641,68,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Euston THEN Northern line to Golders Green THEN Walk to 1 North End Road, Golders Green"
46,IOE00664,70,Walk to Enfield Town / Cecil Road THEN 307 bus to High Barnet Station THEN Northern line to East Finchley THEN 143 bus to Basing Way THEN Walk to Finchley
46,IOE00674,66,Walk to Enfield Town / Cecil Road THEN 307 bus to High Barnet Station THEN Northern line to East Finchley THEN 143 bus to Ossulton Way THEN Walk to Hampstead Garden Suburb
46,IOE00692,115,"Walk to Enfield Town / Cecil Road THEN 307 bus to Enfield Chase Station THEN Great Northern to Highbury & Islington THEN London Overground to Whitechapel Rail Station THEN Elizabeth line to Abbey Wood Station THEN Walk to Abbey Wood Road THEN 301 bus to Market Place, Bexleyheath THEN Walk to 38 Watling Street, Bexleyheath"
46,IOE00694,108,"Walk to Enfield Town Station THEN London Overground to Cambridge Heath Rail Station THEN 254 bus to Bethnal Green Station THEN Central line to Stratford THEN Jubilee line to North Greenwich THEN Walk to North Greenwich Station THEN 132 bus to Blackfen School For Girls THEN Walk to 443 Blackfen Road, Sidcup"
46,IOE00739,81,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to King's Cross St.Pancras THEN Metropolitan line to Wembley Park THEN Jubilee line to Kingsbury THEN 183 bus to Shrewsbury Avenue THEN Walk to 21 Claremont Avenue, Kenton"
46,IOE00740,82,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to King's Cross St.Pancras THEN Metropolitan line to Wembley Park THEN Jubilee line to Kingsbury THEN Walk to Kingsbury Circle THEN 303 bus to Eton Grove THEN Walk to 162 Princes Avenue, Kingsbury"
46,IOE00753,117,"Walk to Enfield Town / Cecil Road THEN 121 bus to Oakwood Station THEN Piccadilly line to Leicester Square THEN Northern line to Charing Cross THEN Southeastern to Mottingham THEN 161 bus to Mottingham Road / Court Road THEN 638 bus to Eltham College THEN Walk to 1 Colview Court, Mottingham"
46,IOE00812,82,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to King's Cross St.Pancras THEN Walk to St Pancras International THEN Thameslink to Norwood Junction THEN 196 bus to Portland Road THEN Walk to 9999 Cumberlow Avenue, South Norwood"
46,IOE00813,98,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Brixton THEN 432 bus to Hamlet Road THEN Walk to 1 Mowbray Road, Upper Norwood"
46,IOE00818,90,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Brixton THEN 159 bus to Streatham Station THEN 250 bus to Kensington Avenue THEN Walk to 34 Kensington Avenue, Thornton Heath"
46,IOE00822,82,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Brixton THEN 2 bus to West Norwood Station THEN 468 bus to Grecian Crescent THEN Walk to 1 Beulah Hill, South Norwood"
46,IOE00831,111,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Victoria THEN Southeastern to Bromley South THEN 367 bus to Glade Gardens THEN Walk to 94 Orchard Way, Croydon"
46,IOE00863,101,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Oxford Circus THEN Central line to Bond Street THEN Elizabeth line to Southall Station THEN 120 bus to The Green THEN 105 bus to Dormers Avenue THEN Walk to 106 Allenby Road, Southall"
46,IOE00867,82,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Euston THEN Northern line to Tottenham Court Road THEN Elizabeth line to Hanwell Station THEN E3 bus to Kennedy Road THEN Walk to 4 Kennedy Road, Hanwell"
46,IOE00869,77,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Oxford Circus THEN Central line to West Acton THEN Walk to 1 Garage Road, Acton"
46,IOE00953,26,"Walk to Enfield Town Station THEN London Overground to White Hart Lane Rail Station THEN W3 bus to Gillham Terrace THEN Walk to 1 Taylor Close, Tottenham"
46,IOE00954,54,"Walk to Enfield Town / Cecil Road THEN 377 bus to Enfield Chase Station THEN Great Northern to Bowes Park THEN Walk to Bounds Green THEN 299 bus to Muswell Hill THEN 234 bus to Pages Hill THEN Walk to 1 Burlington Road, Muswell Hill"
46,IOE00963,35,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN 41 bus to La Rose Lane THEN Walk to 1 Ashleys Alley, Tottenham"
46,IOE00976,34,"Walk to Enfield Town / Genotin Road THEN 329 bus to Arcadian Gardens THEN Walk to 9999 Crofts Lane, Wood Green"
46,IOE00978,27,"Walk to Enfield Town / Cecil Road THEN 231 bus to Enfield Chase Station THEN Great Northern to Alexandra Palace THEN Walk to 1 Station Road, Wood Green"
46,IOE01009,84,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to King's Cross St.Pancras THEN Metropolitan line to Harrow-on-the-Hill THEN Walk to Harrow Bus Station THEN H18 bus to Southfield Park THEN Walk to 1 George V Avenue, Pinner"
46,IOE01013,91,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to King's Cross St.Pancras THEN Metropolitan line to North Harrow THEN H9 bus to Kings Road (HA2) THEN Walk to 312 Eastcote Lane, South Harrow"
46,IOE01062,110,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Oxford Circus THEN Bakerloo line to Paddington THEN Walk to Paddington Rail Station THEN Elizabeth line to Hayes & Harlington Station THEN U4 bus to The Greenway THEN Walk to 1 The Greenway, Uxbridge"
46,IOE01153,74,"Walk to Enfield Town Station THEN London Overground to Cambridge Heath Rail Station THEN D6 bus to Bethnal Green Station THEN Central line to Mile End THEN Hammersmith & City line to East Ham THEN 147 bus to Sheridan Road THEN Walk to 13 Rectory Road, Manor Park"
46,IOE01157,70,"Walk to Enfield Town Station THEN London Overground to Cambridge Heath Rail Station THEN D6 bus to Bethnal Green Station THEN Central line to Mile End THEN Hammersmith & City line to Plaistow THEN 473 bus to Bennett Road THEN Walk to 9 Oban Close, Plaistow"
46,IOE01165,83,"Walk to Enfield Town Station THEN London Overground to Cambridge Heath Rail Station THEN D6 bus to Bethnal Green Station THEN Central line to Mile End THEN Hammersmith & City line to Plaistow THEN 262 bus to Kingsford Way THEN Walk to 1 Mitchell Walk, Beckton"
46,IOE01190,57,"Walk to Enfield Town Station THEN 313 bus to Station Road / The Green THEN 179 bus to Chingford Lane (IG8) THEN Walk to 8 The Charter Road, Woodford Green"
46,IOE01191,59,"Walk to Enfield Town Station THEN 313 bus to Station Road / The Green THEN 179 bus to Woodford Green / Broadmead Road THEN 275 bus to Spring Gardens, Woodford THEN Walk to 198 St Barnabas Road, Woodford Green"
46,IOE01223,101,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Vauxhall THEN Walk to Vauxhall (London), Vauxhall Rail Station THEN South Western Railway to St Margarets (London) THEN Walk to 9999 Orleans Road, Twickenham"
46,IOE01263,59,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Walthamstow Central THEN Walk to Walthamstow Bus Station THEN 20 bus to Oakhurst Gardens THEN Walk to 1 Oakhurst Gardens, Walthamstow"
46,IOE01275,31,"Walk to Enfield Town Station THEN 313 bus to Hawksmouth THEN Walk to 9999 Nevin Drive, Chingford"
46,IOE01406,105,"Walk to Enfield Town THEN W8 bus to Edmonton Green Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Oxford Circus THEN Bakerloo line to Paddington THEN Walk to Paddington Rail Station THEN Great Western Railway to Slough THEN Walk to Slough Town Centre, Slough Bus Station THEN 2 bus to Chalvey, Windsor Road McDonalds THEN Walk to 16 Ragstone Road, Slough"
46,IOE01431,48,"Walk to Enfield Town Station THEN 313 bus to Chingford Station THEN 397 bus to Loughton (Essex), Loughton Station THEN Walk to 1 Alderton Hill, Loughton"
46,IOE01586,92,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Euston THEN West Midlands Trains to Bushey THEN Walk to Bushey Arches THEN 602 bus to Bushey (Watford), Queens School THEN Walk to Bushey (Watford)"
46,IOE01595,92,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to King's Cross St.Pancras THEN Walk to St Pancras International THEN Thameslink to St Albans City THEN Walk to St Albans, St Albans City Railway Station THEN 305 bus to New Greens, New Greens Avenue THEN Walk to 5 Sandridgebury Lane, St Albans"
46,IOE01599,94,"Walk to Enfield Town / Cecil Road THEN 121 bus to Oakwood Station THEN Piccadilly line to Arnos Grove THEN 251 bus to Mill Hill Broadway Station THEN Thameslink to Elstree & Borehamwood THEN 306 bus to Bushey (Watford), Little Reddings School THEN Walk to 1 Coldharbour Lane, Bushey"
46,IOE01821,42,Walk to Enfield Town / Cecil Road THEN 121 bus to Oakwood Station THEN Piccadilly line to Arnos Grove THEN 251 bus to Beaconsfield Road (N11) THEN Walk to Brunswick Park
46,IOE01839,61,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Warren Street THEN 18 bus to Hermitage Street THEN Walk to 60 Malden Road, Camden"
46,IOE01856,59,"Walk to Enfield Town / Cecil Road THEN 313 bus to Enfield Chase Station THEN Great Northern to Bowes Park THEN Walk to Bounds Green THEN 102 bus to Fairlawn Avenue THEN Walk to 9999 Gilden Crescent, Kentish Town"
46,IOE02395,33,"Walk to Enfield Town Station THEN London Overground to Stoke Newington Rail Station THEN Walk to 39 Cazenove Road, Stamford Hill"
46,IOE02497,90,"Walk to Enfield Town Station THEN London Overground to Seven Sisters Rail Station THEN Victoria line to Brixton THEN 2 bus to West Norwood Station THEN 468 bus to Beulah Spa THEN Walk to 72 Spurgeon Road, Upper Norwood"
48,IOE00043,49,"Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to Archway THEN C11 bus to William Ellis School THEN Walk to 1 Gilden Crescent, Kentish Town"
48,IOE00044,54,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to King's Cross St.Pancras THEN Walk to 123 Chalton Street, Camden"
48,IOE00045,69,"Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to Kentish Town THEN Thameslink to West Hampstead Thameslink THEN C11 bus to Hampstead School THEN Walk to 9999 Gilden Crescent, Kentish Town"
48,IOE00046,43,"Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to Tufnell Park THEN Walk to 12 Dartmouth Park Hill, Holloway"
48,IOE00081,94,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to King's Cross St.Pancras THEN Northern line to Moorgate THEN Walk to Liverpool Street Station THEN Elizabeth line to Woolwich Station THEN Walk to Woolwich Arsenal Station THEN 291 bus to Heavitree Road THEN Walk to 1 Old Mill Road, Plumstead"
48,IOE00128,65,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Highbury & Islington THEN London Overground to Hoxton Rail Station THEN Walk to 1 Thurtle Road, Bethnal Green"
48,IOE00131,64,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Highbury & Islington THEN London Overground to Hackney Central Rail Station THEN Walk to 9999 Frampton Park Road, Hackney"
48,IOE00166,72,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Barons Court THEN Walk to 37 St Dunstans Road, Hammersmith"
48,IOE00172,71,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Victoria THEN District line to Earl's Court THEN District line to Parsons Green THEN Walk to 9 Parsons Green, Fulham"
48,IOE00218,47,"Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to Archway THEN 263 bus to Waterlow Park/Lauderdale House THEN Walk to 1 Gilden Crescent, Kentish Town"
48,IOE00223,53,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Walk to Finsbury Park Bus Station THEN W3 bus to Tollington Park THEN Walk to 9999 Turle Road, Finsbury Park"
48,IOE00276,93,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Brixton THEN 118 bus to Braeside Road THEN Walk to 100 Woodmansterne Road, Streatham"
48,IOE00348,92,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Highbury & Islington THEN London Overground to Forest Hill Rail Station THEN Walk to Forest Hill Stn / Waldram Cres THEN 122 bus to Sydenham School THEN Walk to 161 Dartmouth Road, Forest Hill"
48,IOE00352,84,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to King's Cross St.Pancras THEN Northern line to Bank THEN Walk to Cannon Street, Cannon Street Rail Station THEN Southeastern to New Cross THEN Walk to 9999 Wilshaw Street, New Cross"
48,IOE00403,79,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Green Park THEN Jubilee line to Canada Water THEN Walk to Canada Water Bus Station THEN C10 bus to Canada Street THEN Walk to 15 Timber Pond Road, Rotherhithe"
48,IOE00406,88,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to King's Cross St.Pancras THEN Walk to St Pancras International THEN Thameslink to Peckham Rye THEN 63 bus to Friern Road THEN Walk to 1 Friern Road, East Dulwich"
48,IOE00452,73,Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to King's Cross St.Pancras THEN Metropolitan line to Liverpool Street THEN Central line to Bethnal Green THEN Walk to Globe Town
48,IOE00454,78,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to King's Cross St.Pancras THEN Northern line to Bank THEN Walk to Monument THEN District line to Stepney Green THEN 309 bus to Harford Street THEN Walk to 1 Ocean Street, Tower Hamlets"
48,IOE00460,70,"Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to Bank THEN DLR to Limehouse DLR Station THEN 115 bus to Exmouth Estate THEN Walk to 402 Commercial Road, Tower Hamlets"
48,IOE00471,72,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to King's Cross St.Pancras THEN Northern line to Old Street THEN 55 bus to Queensbridge Road THEN Walk to 1 Lorden Walk, Bethnal Green"
48,IOE00506,71,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Stockwell THEN Northern line to Balham THEN Walk to 9999 Hearnville Road, Balham"
48,IOE00509,83,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Stockwell THEN Northern line to Clapham South THEN G1 bus to Burntwood School THEN Walk to 187 Burntwood Lane, Wandsworth"
48,IOE00538,73,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Oxford Circus THEN Bakerloo line to Kilburn Park THEN Walk to 42 Oxford Road, Kilburn"
48,IOE00553,58,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Victoria THEN Walk to 1 Palace Street, St James's Park"
48,IOE00572,97,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Blackhorse Road THEN London Overground to Barking Rail Station THEN 62 bus to Salisbury Avenue THEN Walk to 61 Sandringham Road, Barking"
48,IOE00579,108,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Blackhorse Road THEN London Overground to Barking Rail Station THEN 287 bus to Gale Street / Goresbrook Leisure Centre THEN Walk to 1 Gale Street, Dagenham"
48,IOE00582,100,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to King's Cross St.Pancras THEN Northern line to Moorgate THEN Walk to Liverpool Street Station THEN Elizabeth line to Seven Kings Station THEN 86 bus to Whalebone Lane THEN Walk to 455 Whalebone Lane North, Chadwell Heath"
48,IOE00641,54,"Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to East Finchley THEN H3 bus to Hampstead Way / Hampstead Heath THEN Walk to 1 North End Road, Golders Green"
48,IOE00664,51,Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to Finchley Central THEN 143 bus to Basing Way THEN Walk to Finchley
48,IOE00674,49,Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to East Finchley THEN 143 bus to Ossulton Way THEN Walk to Hampstead Garden Suburb
48,IOE00692,116,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Leicester Square THEN Northern line to Charing Cross THEN Southeastern to Bexley THEN 132 bus to Bexleyheath / Highland Road THEN Walk to 38 Watling Street, Bexleyheath"
48,IOE00694,121,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Leicester Square THEN Northern line to Charing Cross THEN Southeastern to New Eltham THEN B13 bus to Overcourt Close THEN Walk to 443 Blackfen Road, Sidcup"
48,IOE00739,72,"Walk to Baring Road THEN 384 bus to Edgware Station THEN 340 bus to Canons Park Station THEN Jubilee line to Kingsbury THEN 183 bus to Shrewsbury Avenue THEN Walk to 21 Claremont Avenue, Kenton"
48,IOE00740,67,"Walk to Baring Road THEN 384 bus to Edgware Station THEN Northern line to Colindale THEN 303 bus to Eton Grove THEN Walk to 162 Princes Avenue, Kingsbury"
48,IOE00753,118,"Walk to Westbrook Crescent THEN 384 bus to High Barnet Station THEN Northern line to Charing Cross THEN Southeastern to Mottingham THEN 624 bus to Mottingham Road / Court Road THEN 638 bus to Eltham College THEN Walk to 1 Colview Court, Mottingham"
48,IOE00812,86,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to King's Cross St.Pancras THEN Walk to St Pancras International THEN Thameslink to Norwood Junction THEN Walk to 9999 Cumberlow Avenue, South Norwood"
48,IOE00813,102,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Highbury & Islington THEN London Overground to Crystal Palace Rail Station THEN 410 bus to Harris City Academy THEN Walk to 1 Mowbray Road, Upper Norwood"
48,IOE00818,95,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Brixton THEN 250 bus to Kensington Avenue THEN Walk to 34 Kensington Avenue, Thornton Heath"
48,IOE00822,88,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Brixton THEN 2 bus to West Norwood Station THEN 196 bus to Grecian Crescent THEN Walk to 1 Beulah Hill, South Norwood"
48,IOE00831,118,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Victoria THEN Southeastern to Bromley South THEN 119 bus to Shirley Library Wickham Road THEN 367 bus to Glade Gardens THEN Walk to 94 Orchard Way, Croydon"
48,IOE00863,101,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Oxford Circus THEN Central line to Bond Street THEN Elizabeth line to Southall Station THEN H32 bus to The Green THEN 105 bus to Allenby Road THEN Walk to 106 Allenby Road, Southall"
48,IOE00867,85,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Oxford Circus THEN Central line to Bond Street THEN Elizabeth line to West Ealing Station THEN Walk to The Avenue (W13) THEN E1 bus to Kennedy Road THEN Walk to 4 Kennedy Road, Hanwell"
48,IOE00869,83,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Oxford Circus THEN Central line to Bond Street THEN Elizabeth line to Ealing Broadway Station THEN Central line to West Acton THEN Walk to 1 Garage Road, Acton"
48,IOE00953,53,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Wood Green THEN Walk to Redvers Road THEN W3 bus to Gillham Terrace THEN Walk to 1 Taylor Close, Tottenham"
48,IOE00954,41,"Walk to Westbrook Crescent THEN 384 bus to Barnet Everyman Cinema THEN 234 bus to Creighton Avenue, Muswell Hill THEN Walk to 1 Burlington Road, Muswell Hill"
48,IOE00963,42,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Turnpike Lane THEN 67 bus to La Rose Lane THEN Walk to 1 Ashleys Alley, Tottenham"
48,IOE00976,41,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Wood Green THEN 329 bus to Wood Green Police Station THEN Walk to 9999 Crofts Lane, Wood Green"
48,IOE00978,37,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Wood Green THEN 184 bus to Alexandra Palace THEN Walk to 1 Station Road, Wood Green"
48,IOE01009,85,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Euston THEN West Midlands Trains to Harrow & Wealdstone THEN H9 bus to Kingsfield Avenue THEN Walk to 1 George V Avenue, Pinner"
48,IOE01013,89,"Walk to Baring Road THEN 384 bus to Edgware Station THEN 186 bus to Harrow Town Centre THEN 114 bus to Kings Road (HA2) THEN Walk to 312 Eastcote Lane, South Harrow"
48,IOE01062,111,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Oxford Circus THEN Central line to Bond Street THEN Elizabeth line to Hayes & Harlington Station THEN U4 bus to The Greenway THEN Walk to 1 The Greenway, Uxbridge"
48,IOE01153,95,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Holborn THEN Central line to Mile End THEN District line to East Ham THEN 147 bus to Sheridan Road THEN Walk to 13 Rectory Road, Manor Park"
48,IOE01157,85,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to King's Cross St.Pancras THEN Northern line to Moorgate THEN Walk to Liverpool Street Station THEN Elizabeth line to Custom House Station THEN 304 bus to Bennett Road THEN Walk to 9 Oban Close, Plaistow"
48,IOE01165,95,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to King's Cross St.Pancras THEN Northern line to Moorgate THEN Walk to Liverpool Street Station THEN Elizabeth line to Custom House Station THEN DLR to Beckton DLR Station THEN Walk to 1 Mitchell Walk, Beckton"
48,IOE01190,76,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Walthamstow Central THEN London Overground to Highams Park Rail Station THEN 275 bus to Mill Lane THEN Walk to 8 The Charter Road, Woodford Green"
48,IOE01191,79,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Blackhorse Road THEN 123 bus to Charlie Browns Roundabout THEN W14 bus to Wansford Road THEN Walk to 198 St Barnabas Road, Woodford Green"
48,IOE01223,99,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Vauxhall THEN Walk to Vauxhall (London), Vauxhall Rail Station THEN South Western Railway to St Margarets (London) THEN Walk to 9999 Orleans Road, Twickenham"
48,IOE01263,72,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Walthamstow Central THEN Walk to Walthamstow Bus Station THEN 20 bus to Oakhurst Gardens THEN Walk to 1 Oakhurst Gardens, Walthamstow"
48,IOE01275,65,"Walk to Baring Road THEN 384 bus to New Barnet Station / Station Road THEN 307 bus to Glyn Road (EN3) THEN 313 bus to Hawksmouth THEN Walk to 9999 Nevin Drive, Chingford"
48,IOE01406,138,"Walk to Baring Road THEN 384 bus to New Barnet Station / Station Road THEN 184 bus to Arnos Grove Station THEN Piccadilly line to Hyde Park Corner THEN 702 bus to Chalvey, Windsor Road McDonalds THEN Walk to 16 Ragstone Road, Slough"
48,IOE01431,91,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Holborn THEN Central line to Loughton THEN Walk to 1 Alderton Hill, Loughton"
48,IOE01586,73,"Walk to Baring Road THEN 384 bus to Barnet Church THEN 107 bus to Elstree & Borehamwood Station THEN Thameslink to Radlett THEN Walk to Radlett, Red Lion Hotel THEN 602 bus to Bushey (Watford), Queens School THEN Walk to Bushey (Watford)"
48,IOE01595,90,"Walk to Baring Road THEN 384 bus to Barnet Church THEN 107 bus to Elstree & Borehamwood Station THEN Thameslink to St Albans City THEN Walk to St Albans, St Albans City Railway Station THEN 84 bus to New Greens, The Ancient Briton THEN Walk to 5 Sandridgebury Lane, St Albans"
48,IOE01599,68,"Walk to Baring Road THEN 384 bus to Barnet Church THEN 107 bus to Elstree Hill North THEN 306 bus to Bushey (Watford), Little Reddings School THEN Walk to 1 Coldharbour Lane, Bushey"
48,IOE01821,33,Walk to Westbrook Crescent THEN 384 bus to New Barnet Station / Station Road THEN 184 bus to Osidge Library THEN 382 bus to North London Business Park THEN Walk to Brunswick Park
48,IOE01839,71,"Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to Tottenham Court Road THEN Elizabeth line to Paddington Rail Station THEN Walk to 60 Malden Road, Camden"
48,IOE01856,44,"Walk to Baring Road THEN 384 bus to High Barnet Station THEN Northern line to East Finchley THEN 102 bus to Fairlawn Avenue THEN Walk to 9999 Gilden Crescent, Kentish Town"
48,IOE02395,60,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Seven Sisters THEN London Overground to Stoke Newington Rail Station THEN Walk to 39 Cazenove Road, Stamford Hill"
48,IOE02497,96,"Walk to Baring Road THEN 384 bus to Cockfosters Station THEN Piccadilly line to Finsbury Park THEN Victoria line to Brixton THEN 2 bus to West Norwood Station THEN 196 bus to Beulah Spa THEN Walk to 72 Spurgeon Road, Upper Norwood"
